Bdataset_number/I:physics_short/C:crossSection_pb/D:kFactor/D:genFiltEff/D:crossSectionTotalRelUncertUP/D
#1;95;0cid/I:name/C:xsec/F:kfac/F:eff/F:relunc/F
# cross-sections are in pb
# DSID	xsec	           k-fac	   eff		      rel. unc.
##########################################################################################################################
# ttbar
362453   75.27                 0.931808        0.1081           0.0                           
362454   97.61                 0.889321        0.108            0.0                           
362455   76.54                 0.924845        0.1112           0.0                           
362456   5.581                 0.908364        0.6483           0.0                           
362457   6.043                 0.920532        0.6585           0.0                           
362458   5.715                 0.951626        0.6575           0.0                           
362459   5.811                 0.886543        0.6591           0.0                           
362460   6.762                 0.891898        0.6427           0.0                           
362461   4.999                 0.931808        0.6685           0.0                           
362462   6.336                 0.889321        0.66             0.0                           
362463   5.383                 0.924845        0.6576           0.0                           
362464   5.581                 0.908364        0.2203           0.0                           
362465   6.043                 0.920532        0.214            0.0                           
362466   5.715                 0.951626        0.2142           0.0                           
362467   5.811                 0.886543        0.2147           0.0                           
362468   6.762                 0.891898        0.221            0.0                           
362469   4.999                 0.931808        0.2089           0.0                           
362470   6.336                 0.889321        0.2104           0.0                           
362471   5.383                 0.924845        0.2168           0.0                           
362472   5.581                 0.908364        0.1314           0.0                           
362473   6.043                 0.920532        0.1297           0.0                           
362474   5.715                 0.951626        0.1284           0.0                           
362475   5.811                 0.886543        0.1278           0.0                           
362476   6.762                 0.891898        0.1363           0.0                           
362477   4.999                 0.931808        0.1226           0.0                           
362478   6.336                 0.889321        0.1257           0.0                           
362479   5.383                 0.924845        0.1289           0.0                           
362480   0.3322                0.908364        0.6391           0.0                           
362481   0.3691                0.920532        0.6457           0.0                           
362482   0.3408                0.951626        0.6398           0.0                           
362483   0.3522                0.886543        0.6392           0.0                           
362484   0.4172                0.891898        0.6232           0.0                           
362485   0.2952                0.931808        0.6498           0.0                           
362486   0.3691                0.889321        0.6435           0.0                           
362487   0.3339                0.924845        0.6377           0.0                           
362488   0.3322                0.908364        0.2246           0.0                           
362489   0.3691                0.920532        0.2195           0.0                           
362490   0.3408                0.951626        0.2253           0.0                           
362491   0.3522                0.886543        0.2196           0.0                           
362492   0.4172                0.891898        0.234            0.0                           
362493   0.2952                0.931808        0.2128           0.0                           
362494   0.3691                0.889321        0.2206           0.0                           
362495   0.3339                0.924845        0.2266           0.0                           
362496   0.3322                0.908364        0.1436           0.0                           
362497   0.3691                0.920532        0.1425           0.0                           
362498   0.3408                0.951626        0.144            0.0                           
362499   0.3522                0.886543        0.1412           0.0                           
362500   0.4172                0.891898        0.1519           0.0                           
362501   0.2952                0.931808        0.1368           0.0                           
362502   0.3691                0.889321        0.1417           0.0                           
362503   0.3339                0.924845        0.1466           0.0                           
362504   0.06057               0.908364        0.6254           0.0                           
362505   0.066                 0.920532        0.6343           0.0                           
362506   0.05952               0.951626        0.6263           0.0                           
362507   0.06225               0.886543        0.629            0.0                           
362508   0.06966               0.891898        0.6149           0.0                           
362509   0.05206               0.931808        0.6149           0.0                           
362510   0.0638                0.889321        0.6352           0.0                           
362511   0.06012               0.924845        0.632            0.0                           
362512   0.06057               0.908364        0.2391           0.0                           
362513   0.066                 0.920532        0.2225           0.0                           
362514   0.05952               0.951626        0.2273           0.0                           
362515   0.06225               0.886543        0.2243           0.0                           
362516   0.06966               0.891898        0.2384           0.0                           
362517   0.05206               0.931808        0.2408           0.0                           
362518   0.0638                0.889321        0.2268           0.0                           
362519   0.06012               0.924845        0.2251           0.0                           
362520   0.06057               0.908364        0.1484           0.0                           
362521   0.066                 0.920532        0.15             0.0                           
362522   0.05952               0.951626        0.1581           0.0                           
362523   0.06225               0.886543        0.1496           0.0                           
362524   0.06966               0.891898        0.1609           0.0                           
362525   0.05206               0.931808        0.1443           0.0                           
362526   0.0638                0.889321        0.1473           0.0                           
362527   0.06012               0.924845        0.1521           0.0                           
362528   0.007622              0.908364        0.6121           0.0                           
362529   0.008705              0.920532        0.6048           0.0                           
362530   0.007706              0.951626        0.6239           0.0                           
362531   0.008251              0.886543        0.6064           0.0                           
362532   0.009761              0.891898        0.6047           0.0                           
362533   0.00676               0.931808        0.6319           0.0                           
362534   0.008212              0.889321        0.6149           0.0                           
362535   0.007963              0.924845        0.6103           0.0                           
362536   0.007622              0.908364        0.2369           0.0                           
362537   0.008705              0.920532        0.2155           0.0                           
362538   0.007706              0.951626        0.232            0.0                           
362539   0.008251              0.886543        0.2294           0.0                           
362540   0.009761              0.891898        0.245            0.0                           
362541   0.00676               0.931808        0.2253           0.0                           
362542   0.008212              0.889321        0.2265           0.0                           
362543   0.007963              0.924845        0.2241           0.0                           
362544   0.007622              0.908364        0.1774           0.0                           
362545   0.008705              0.920532        0.1797           0.0                           
362546   0.007706              0.951626        0.1772           0.0                           
362547   0.008251              0.886543        0.157            0.0                           
362548   0.009761              0.891898        0.1769           0.0                           
362549   0.00676               0.931808        0.1507           0.0                           
362550   0.008212              0.889321        0.1753           0.0                           
362551   0.007963              0.924845        0.1655           0.0                           
362552   3.197e-05             0.908364        0.6131           0.0                           
362553   3.559e-05             0.920532        0.6131           0.0                           
362554   2.948e-05             0.951626        0.6111           0.0                           
362555   3.316e-05             0.886543        0.6255           0.0                           
362556   3.898e-05             0.891898        0.6035           0.0                           
362557   2.683e-05             0.931808        0.6348           0.0                           
362558   3.163e-05             0.889321        0.6073           0.0                           
362559   3.31e-05              0.924845        0.6016           0.0                           
362560   3.197e-05             0.908364        0.2389           0.0                           
362561   3.559e-05             0.920532        0.2013           0.0                           
362562   2.948e-05             0.951626        0.2473           0.0                           
362563   3.316e-05             0.886543        0.2362           0.0                           
362564   3.898e-05             0.891898        0.2473           0.0                           
362565   2.683e-05             0.931808        0.1873           0.0                           
362566   3.163e-05             0.889321        0.2413           0.0                           
362567   3.31e-05              0.924845        0.2233           0.0                           
362568   3.197e-05             0.908364        0.1843           0.0                           
362569   3.559e-05             0.920532        0.1856           0.0                           
362570   2.948e-05             0.951626        0.1801           0.0                           
362571   3.316e-05             0.886543        0.1615           0.0                           
362572   3.898e-05             0.891898        0.1778           0.0                           
362573   2.683e-05             0.931808        0.1778           0.0                           
362574   3.163e-05             0.889321        0.1514           0.0                           
362575   3.31e-05              0.924845        0.1738           0.0                           
################################################################################################################
# Powheg High Mass DY
301021   2.9215     1.0  1.0000E+00  0.0
301022   1.0819     1.0  1.0000E+00  0.0
301023   0.19551    1.0  1.0000E+00  0.0
301024   0.037403   1.0  1.0000E+00  0.0
301025   0.010608   1.0  1.0000E+00  0.0
301026   0.0042586  1.0  1.0000E+00  0.0
301027   0.001422   1.0  1.0000E+00  0.0
301028   0.0005453  1.0  1.0000E+00  0.0
301029   0.0002299  1.0  1.0000E+00  0.0
301030   0.0001039  1.0  1.0000E+00  0.0
301031   4.94e-05   1.0  1.0000E+00  0.0
301032   2.45e-05   1.0  1.0000E+00  0.0
301033   1.25e-05   1.0  1.0000E+00  0.0
301034   1e-05      1.0  1.0000E+00  0.0
301035   2.9e-06    1.0  1.0000E+00  0.0
301036   9e-07      1.0  1.0000E+00  0.0
301037   3e-07      1.0  1.0000E+00  0.0
301038   1e-07      1.0  1.0000E+00  0.0
################################################################################################################
# Sherpa Low Mass DY (361475, 361483 and 361491 filtereffs have been computed from the complementary samples, to be updated)
361468   2253.8            0.9013          9.5158E-01         0.0    
361469   2254.3            0.9013          4.7776E-02         0.0    
361470   7.7821            0.9013          8.9504E-01         0.0    
361471   7.8113            0.9013          1.0794E-01         0.0    
361472   0.71014           0.9013          8.7723E-01         0.0    
361473   0.70796           0.9013          1.2694E-01         0.0    
361474   0.0074106         0.9013          8.4515E-01         0.0    
361475   0.0074735         0.9013          0.20095            0.0    
361476   2251.1            0.9013          9.5130E-01         0.0    
361477   2250.0            0.9013          4.7906E-02         0.0    
361478   7.7659            0.9013          8.9220E-01         0.0    
361479   7.784             0.9013          1.0731E-01         0.0    
361480   0.71253           0.9013          8.7362E-01         0.0    
361481   0.70925           0.9013          1.2955E-01         0.0    
361482   0.0074781         0.9013          8.4968E-01         0.0    
361483   0.0075411         0.9013          0.20117            0.0    
361484   2249.0            0.9013          9.5168E-01         0.0    
361485   2254.2            0.9013          4.7895E-02         0.0    
361486   7.7699            0.9013          8.9272E-01         0.0    
361487   7.8131            0.9013          1.1036E-01         0.0    
361488   0.70869           0.9013          8.7325E-01         0.0    
361489   0.70578           0.9013          1.2964E-01         0.0    
361490   0.0074086         0.9013          0.84347            0.0    
361491   0.0074746         0.9013          0.19323            0.0    
###################################################
# Sherpa7 from AMI)
364198   2414.1            0.9751          9.6530E-01         0.0    
364199   2414.9            0.9751          3.4454E-02         0.0    
364200   50.355            0.9751          8.9328E-01         0.0    
364201   50.274            0.9751          1.0899E-01         0.0    
364202   3.2385            0.9751          8.5348E-01         0.0    
364203   3.2818            0.9751          1.6029E-01         0.0    
364204   2415.4            0.9751          9.6508E-01         0.0    
364205   2414.8            0.9751          3.4761E-02         0.0    
364206   50.365            0.9751          8.9311E-01         0.0    
364207   50.458            0.9751          0.1087             0.0    
364208   3.2546            0.9751          8.5461E-01         0.0    
364209   3.2514            0.9751          1.5346E-01         0.0    
364210   2414.4            0.9751          9.6540E-01         0.0    
364211   2414.3            0.9751          3.4653E-02         0.0    
364212   50.408            0.9751          8.9316E-01         0.0    
364213   50.453            0.9751          0.10985            0.0    
364214   3.2839            0.9751          8.5508E-01         0.0    
364215   3.2805            0.9751          1.5568E-01         0.0    
# Even l
364280   46.041            0.9751          1.0000E+00         0.0    
364281   36.391            0.9751          1.0000E+00         0.0    
364282   9.1378            1.0             1.0000E+00         0.0    
###################################################
# Sherpa
304015   26.644            1.0             1.0000E+00         0.0    
304016   26.635            1.0             1.0000E+00         0.0    
304017   26.581            1.0             1.0000E+00         0.0    
304018   13.589            1.0             1.0000E+00         0.0    
304019   2.5443            1.0             1.0000E+00         0.0    
304020   2.5412            1.0             1.0000E+00         0.0    
304021   2.5408            1.0             1.0000E+00         0.0    
308092         0.63051           1.0             1.0000E+00         0.0
308093   0.63591           1.0             1.0000E+00         0.0
308094   0.63287           1.0             1.0000E+00         0.0
308095   2.9327            1.0             1.0000E+00         0.0
308096   6.8072            1.0             1.0000E+00         0.0
308097   6.8100            1.0             1.0000E+00	      0.0
308098   6.7910            1.0             1.0000E+00         0.0
###################################################
# MadGra
# ExtracMC15ZjetsMadgraphPy8SamplesPMG
361628   2677.1            1.232           1.0000E+00         0.0    
361629   44.988            1.232           1.0000E+00         0.0    
361630   29.292            1.232           1.0000E+00         0.0    
361631   6.117             1.232           1.0000E+00         0.0    
361632   2.2091            1.232           1.0000E+00         0.0    
361633   2677.1            1.232           1.0000E+00         0.0    
361634   44.98             1.232           1.0000E+00         0.0    
361635   29.302            1.232           1.0000E+00         0.0    
361636   6.1088            1.232           1.0000E+00         0.0    
361637   2.2231            1.232           1.0000E+00         0.0    
361638   2412.9            1.232           1.0000E+00         0.0    
361639   46.019            1.232           1.0000E+00         0.0    
361640   28.852            1.232           1.0000E+00         0.0    
361641   6.0513            1.232           1.0000E+00         0.0    
361642   2.2111            1.232           1.0000E+00         0.0    
###################################################
# MadGra
# k-factected/CrossSectionHighOrder)
361520   13949.0           1.20185         1.0000E+00         0.0    
361521   1894.1            1.20185         1.0000E+00         0.0    
361522   642.81            1.20185         1.0000E+00         0.0    
361523   179.31            1.20185         1.0000E+00         0.0    
361524   70.774            1.20185         1.0000E+00         0.0    
361525   13946.0           1.20185         1.0000E+00         0.0    
361526   1893.6            1.20185         1.0000E+00         0.0    
361527   642.62            1.20185         1.0000E+00         0.0    
361528   179.27            1.20185         1.0000E+00         0.0    
361529   70.827            1.20185         1.0000E+00         0.0    
361530   13932.0           1.20185         1.0000E+00         0.0    
361531   1892.1            1.20185         1.0000E+00         0.0    
361532   642.23            1.20185         1.0000E+00         0.0    
361533   179.16            1.20185         1.0000E+00         0.0    
361534   71.067            1.20185         1.0000E+00         0.0    
# MadGra
363600   16719.0           1.20103         8.3763E-01         0.0    
363601   16720.0           1.20103         1.3889E-01         0.0    
363602   16717.0           1.20103         2.4677E-02         0.0    
363603   755.1             1.20103         7.1219E-01         0.0    
363604   755.77            1.20103         2.4174E-01         0.0    
363605   755.73            1.20103         5.0385E-02         0.0    
363606   318.96            1.20103         6.6607E-01         0.0    
363607   319.91            1.20103         2.6803E-01         0.0    
363608   319.48            1.20103         7.3303E-02         0.0    
363609   73.528            1.20103         6.1962E-01         0.0    
363610   73.562            1.20103         2.8646E-01         0.0    
363611   73.556            1.20103         9.7327E-02         0.0    
363612   11.529            1.20103         5.8739E-01         0.0    
363613   11.517            1.20103         2.9946E-01         0.0    
363614   11.51             1.20103         1.1649E-01         0.0    
363615   4.0158            1.20103         5.6704E-01         0.0    
363616   4.014             1.20103         3.0553E-01         0.0    
363617   4.0122            1.20103         1.2989E-01         0.0    
363618   1.3243            1.20103         5.4857E-01         0.0    
363619   1.3286            1.20103         3.0889E-01         0.0    
363620   1.326             1.20103         1.4410E-01         0.0    
363621   0.042294          1.20103         5.2546E-01         0.0    
363622   0.041884          1.20103         3.1972E-01         0.0    
363623   0.047382          1.20103         2.5011E-01         0.0    
363624   16720.0           1.20103         8.3762E-01         0.0    
363625   16717.0           1.20103         1.3896E-01         0.0    
363626   16719.0           1.20103         2.4683E-02         0.0    
363627   755.19            1.20103         7.1227E-01         0.0    
363628   755.62            1.20103         2.4181E-01         0.0    
363629   755.79            1.20103         5.0381E-02         0.0    
363630   318.83            1.20103         6.6602E-01         0.0    
363631   319.89            1.20103         2.6847E-01         0.0    
363632   319.47            1.20103         7.3335E-02         0.0    
363633   73.585            1.20103         6.1920E-01         0.0    
363634   73.548            1.20103         2.8636E-01         0.0    
363635   73.569            1.20103         9.7322E-02         0.0    
363636   11.522            1.20103         5.8703E-01         0.0    
363637   11.524            1.20103         2.9765E-01         0.0    
363638   11.522            1.20103         1.1684E-01         0.0    
363639   4.0194            1.20103         5.6744E-01         0.0    
363640   4.0252            1.20103         3.0597E-01         0.0    
363641   4.0139            1.20103         1.2979E-01         0.0    
363642   1.3262            1.20103         5.4585E-01         0.0    
363643   1.3215            1.20103         3.0917E-01         0.0    
363644   1.3287            1.20103         1.4496E-01         0.0    
363645   0.041697          1.20103         5.2070E-01         0.0    
363646   0.042199          1.20103         3.1991E-01         0.0    
363647   0.042049          1.20103         1.6141E-01         0.0    
363648   16703.0           1.20103         8.3761E-01         0.0    
363649   16703.0           1.20103         1.3892E-01         0.0    
363650   16703.0           1.20103         2.4677E-02         0.0    
363651   754.91            1.20103         7.1266E-01         0.0    
363652   755.3             1.20103         2.4122E-01         0.0    
363653   755.14            1.20103         5.0509E-02         0.0    
363654   315.31            1.20103         6.6770E-01         0.0    
363655   316.05            1.20103         2.6825E-01         0.0    
363656   315.65            1.20103         7.3162E-02         0.0    
363657   72.275            1.20103         6.2265E-01         0.0    
363658   72.19             1.20103         2.8591E-01         0.0    
363659   72.226            1.20103         9.7291E-02         0.0    
363660   11.44             1.20103         5.8886E-01         0.0    
363661   11.463            1.20103         2.9836E-01         0.0    
363662   11.459            1.20103         1.1746E-01         0.0    
363663   4.0265            1.20103         5.6793E-01         0.0    
363664   4.027             1.20103         3.0434E-01         0.0    
363665   4.0283            1.20103         1.3127E-01         0.0    
363666   1.3264            1.20103         5.4630E-01         0.0    
363667   1.3205            1.20103         3.1305E-01         0.0    
363668   1.3222            1.20103         1.4406E-01         0.0    
363669   0.043501          1.20103         5.2214E-01         0.0    
363670   0.042721          1.20103         3.2003E-01         0.0    
363671   0.042683          1.20103         1.6797E-01         0.0    
###################################################
# MadGra
# k-factected/CrossSectionHighOrder)
361500   1401.6            1.232           1.0000E+00         0.0    
361501   211.99            1.232           1.0000E+00         0.0    
361502   67.305            1.232           1.0000E+00         0.0    
361503   18.679            1.232           1.0000E+00         0.0    
361504   7.291             1.232           1.0000E+00         0.0    
361505   1402.0            1.232           1.0000E+00         0.0    
361506   211.99            1.232           1.0000E+00         0.0    
361507   67.353            1.232           1.0000E+00         0.0    
361508   18.633            1.232           1.0000E+00         0.0    
361509   7.3013            1.232           1.0000E+00         0.0    
361510   1398.7            1.232           1.0000E+00         0.0    
361511   211.41            1.232           1.0000E+00         0.0    
361512   67.183            1.232           1.0000E+00         0.0    
361513   18.614            1.232           1.0000E+00         0.0    
361514   7.2663            1.232           1.0000E+00         0.0    
361515   8000.0            1.2283          1.0000E+00         0.0    
361516   1200.0            1.2283          1.0000E+00         0.0    
361517   387.18            1.2283          1.0000E+00         0.0    
361518   100.0             1.2283          1.0000E+00         0.0    
361519   43.472            1.2283          1.0000E+00         0.0    
###################################################
# MadGra
363123   1715.1            1.141           8.3180E-01         0.0    
363124   1715.4            1.141           1.0870E-01         0.0    
363125   1715.6            1.141           5.9371E-02         0.0    
363126   84.562            1.141           7.1889E-01         0.0    
363127   84.577            1.141           1.7413E-01         0.0    
363128   84.753            1.141           1.0833E-01         0.0    
363129   35.892            1.141           6.7454E-01         0.0    
363130   35.883            1.141           2.0018E-01         0.0    
363131   35.893            1.141           1.2629E-01         0.0    
363132   8.1918            1.141           6.2858E-01         0.0    
363133   8.1826            1.141           2.2872E-01         0.0    
363134   8.1699            1.141           1.4309E-01         0.0    
363135   1.2715            1.141           5.9694E-01         0.0    
363136   1.2678            1.141           2.4947E-01         0.0    
363137   1.2682            1.141           1.5301E-01         0.0    
363138   0.44223           1.141           5.7158E-01         0.0    
363139   0.44517           1.141           2.6385E-01         0.0    
363140   0.44382           1.141           1.6212E-01         0.0    
363141   0.14721           1.141           5.5401E-01         0.0    
363142   0.14715           1.141           2.7780E-01         0.0    
363143   0.14758           1.141           1.7062E-01         0.0    
363144   0.0054993         1.141           5.3785E-01         0.0    
363145   0.0055276         1.141           2.9076E-01         0.0    
363146   0.0055377         1.141           1.7498E-01         0.0    
363725   2813.3            1.141           8.8820E-01         0.0    
363726   2816.3            1.141           8.4772E-02         0.0    
363727   2816.3            1.141           2.7822E-02         0.0    
363728   25.846            1.141           6.6765E-01         0.0    
363729   25.921            1.141           2.5404E-01         0.0    
363730   25.93             1.141           8.2442E-02         0.0    
363731   9.2576            1.141           6.3537E-01         0.0    
363732   9.2749            1.141           2.6770E-01         0.0    
363733   9.3176            1.141           1.0231E-01         0.0    
363734   1.8342            1.141           5.9700E-01         0.0    
363735   1.842             1.141           2.8103E-01         0.0    
363736   1.8406            1.141           1.2501E-01         0.0    
363737   0.24336           1.141           5.7636E-01         0.0    
363738   0.24364           1.141           2.9599E-01         0.0    
363739   0.24369           1.141           1.4197E-01         0.0    
363740   0.075079          1.141           5.5271E-01         0.0    
363741   0.07408           1.141           2.9763E-01         0.0    
363742   0.074099          1.141           1.5231E-01         0.0    
363743   0.020213          1.141           5.4534E-01         0.0    
363744   0.019991          1.141           3.0328E-01         0.0    
363745   0.020136          1.141           1.6452E-01         0.0    
363746   0.00035612        1.141           5.3656E-01         0.0    
363747   0.00036063        1.141           3.5579E-01         0.0    
363748   0.00037993        1.141           2.8171E-01         0.0    
###################################################
# MadGra
363147   1719.8            1.141           8.3305E-01         0.0    
363148   1719.3            1.141           1.0869E-01         0.0    
363149   1719.5            1.141           6.0320E-02         0.0    
363150   85.068            1.141           7.1880E-01         0.0    
363151   85.045            1.141           1.7689E-01         0.0    
363152   85.189            1.141           1.1319E-01         0.0    
363153   36.01             1.141           6.7421E-01         0.0    
363154   36.023            1.141           2.0375E-01         0.0    
363155   36.06             1.141           1.3194E-01         0.0    
363156   8.2063            1.141           6.2967E-01         0.0    
363157   8.2174            1.141           2.3164E-01         0.0    
363158   8.2441            1.141           1.5017E-01         0.0    
363159   1.2746            1.141           5.9925E-01         0.0    
363160   1.2744            1.141           2.5311E-01         0.0    
363161   1.2745            1.141           1.6088E-01         0.0    
363162   0.44422           1.141           5.7807E-01         0.0    
363163   0.44615           1.141           2.6649E-01         0.0    
363164   0.44615           1.141           1.6965E-01         0.0    
363165   0.15229           1.141           5.6087E-01         0.0    
363166   0.15269           1.141           2.8657E-01         0.0    
363167   0.15375           1.141           1.8319E-01         0.0    
363168   0.0056666         1.141           5.3611E-01         0.0    
363169   0.0057339         1.141           3.0416E-01         0.0    
363170   0.0057621         1.141           1.9297E-01         0.0    
###################################################
# Alpgen
361700   1283.9            1.124           1.0000E+00         0.0    
361701   277.24            1.124           1.0000E+00         0.0    
361702   75.799            1.124           1.0000E+00         0.0    
361703   21.576            1.124           1.0000E+00         0.0    
361704   6.1543            1.124           1.0000E+00         0.0    
361705   2.4924            1.124           1.0000E+00         0.0    
361710   1284.2            1.124           1.0000E+00         0.0    
361711   277.3             1.124           1.0000E+00         0.0    
361712   75.788            1.124           1.0000E+00         0.0    
361713   21.562            1.124           1.0000E+00         0.0    
361714   6.1623            1.124           1.0000E+00         0.0    
361715   2.4669            1.124           1.0000E+00         0.0    
361720   1284.0            1.124           1.0000E+00         0.0    
361721   277.28            1.124           1.0000E+00         0.0    
361722   75.815            1.124           1.0000E+00         0.0    
361723   21.531            1.124           1.0000E+00         0.0    
361724   6.1591            1.124           1.0000E+00         0.0    
361725   2.4558            1.124           1.0000E+00         0.0    
361800   14322.0           1.044           1.0000E+00         0.0    
361801   3042.3            1.044           1.0000E+00         0.0    
361802   858.06            1.044           1.0000E+00         0.0    
361803   251.95            1.044           1.0000E+00         0.0    
361804   77.439            1.044           1.0000E+00         0.0    
361805   33.371            1.044           1.0000E+00         0.0    
361810   14321.0           1.044           1.0000E+00         0.0    
361811   3041.4            1.044           1.0000E+00         0.0    
361812   858.11            1.044           1.0000E+00         0.0    
361813   252.01            1.044           1.0000E+00         0.0    
361814   77.496            1.044           1.0000E+00         0.0    
361815   33.341            1.044           1.0000E+00         0.0    
361820   14322.0           1.044           1.0000E+00         0.0    
361821   3041.8            1.044           1.0000E+00         0.0    
361822   858.14            1.044           1.0000E+00         0.0    
361823   252.16            1.044           1.0000E+00         0.0    
361824   77.549            1.044           1.0000E+00         0.0    
361825   33.279            1.044           1.0000E+00         0.0    
# Additi
361730   16.65             1.124           1.0000E+00         0.124  
361731   7.6399            1.124           1.0000E+00         0.124  
361732   3.0629            1.124           1.0000E+00         0.124  
361733   1.7879            1.124           1.0000E+00         0.124  
361735   633.54            1.124           1.0000E+00         0.124  
361736   28.672            1.124           1.0000E+00         0.124  
361737   8.0836            1.124           1.0000E+00         0.124  
361738   4.6769            1.124           1.0000E+00         0.124  
361740   16.625            1.124           1.0000E+00         0.124  
361741   7.6356            1.124           1.0000E+00         0.124  
361742   3.0646            1.124           1.0000E+00         0.124  
361743   1.7986            1.124           1.0000E+00         0.124  
361745   62.424            1.124           1.0000E+00         0.124  
361746   28.675            1.124           1.0000E+00         0.124  
361747   8.0972            1.124           1.0000E+00         0.124  
361748   4.6782            1.124           1.0000E+00         0.124  
361750   16.633            1.124           1.0000E+00         0.124  
361751   7.6356            1.124           1.0000E+00         0.124  
361752   3.0705            1.124           1.0000E+00         0.124  
361753   1.7937            1.124           1.0000E+00         0.124  
361755   62.452            1.124           1.0000E+00         0.124  
361756   28.642            1.124           1.0000E+00         0.124  
361757   8.0984            1.124           1.0000E+00         0.124  
361758   4.6471            1.124           1.0000E+00         0.124  
# Additi no reason for a difference
407084   277.2             1.124           2.0238E-02         0.0    
407085   75.887            1.124           1.2931E-02         0.0    
407086   21.561            1.124           4.8444E-02         0.0    
407087   6.157             1.124           1.4383E-01         0.0    
407088   2.4861            1.124           3.8954E-01         0.0    
407089   277.17            1.124           2.0657E-02         0.0    
407090   75.796            1.124           1.3095E-02         0.0    
407091   21.54             1.124           4.9188E-02         0.0    
407092   6.1684            1.124           1.4620E-01         0.0    
407093   2.4671            1.124           3.9258E-01         0.0    
###################################################
# Pythia
301540   1428.2            1.0             1.0000E+00         0.0    
301541   13.839            1.0             1.0000E+00         0.0    
301542   2.3333            1.0             1.0000E+00         0.0    
301543   0.86686           1.0             1.0000E+00         0.0    
301544   0.15616           1.0             1.0000E+00         0.0    
301545   0.029641          1.0             1.0000E+00         0.0    
301546   0.0083248         1.0             1.0000E+00         0.0    
301547   0.0033088         1.0             1.0000E+00         0.0    
301548   0.0010952         1.0             1.0000E+00         0.0    
301549   0.00041805        1.0             1.0000E+00         0.0    
301550   0.00017612        1.0             1.0000E+00         0.0    
301551   7.9855e-05        1.0             1.0000E+00         0.0    
301552   3.8226e-05        1.0             1.0000E+00         0.0    
301553   1.9093e-05        1.0             1.0000E+00         0.0    
301554   9.8577e-06        1.0             1.0000E+00         0.0    
301555   8.0576e-06        1.0             1.0000E+00         0.0    
301556   2.4154e-06        1.0             1.0000E+00         0.0    
301557   7.5739e-07        1.0             1.0000E+00         0.0    
301558   2.429e-07         1.0             1.0000E+00         0.0    
301559   1.1667e-07        1.0             1.0000E+00         0.0    
301560   1429.4            1.0             1.0000E+00         0.0    
301561   13.844            1.0             1.0000E+00         0.0    
301562   2.3333            1.0             1.0000E+00         0.0    
301563   0.86683           1.0             1.0000E+00         0.0    
301564   0.15615           1.0             1.0000E+00         0.0    
301565   0.02964           1.0             1.0000E+00         0.0    
301566   0.0083244         1.0             1.0000E+00         0.0    
301567   0.003309          1.0             1.0000E+00         0.0    
301568   0.0010953         1.0             1.0000E+00         0.0    
301569   0.0004181         1.0             1.0000E+00         0.0    
301570   0.0001761         1.0             1.0000E+00         0.0    
301571   7.9828e-05        1.0             1.0000E+00         0.0    
301572   3.8236e-05        1.0             1.0000E+00         0.0    
301573   1.9105e-05        1.0             1.0000E+00         0.0    
301574   9.8566e-06        1.0             1.0000E+00         0.0    
301575   8.0555e-06        1.0             1.0000E+00         0.0    
301576   2.4159e-06        1.0             1.0000E+00         0.0    
301577   7.5718e-07        1.0             1.0000E+00         0.0    
301578   2.4274e-07        1.0             1.0000E+00         0.0    
301579   1.1664e-07        1.0             1.0000E+00         0.0    
303437   13.834            1.0             1.0000E+00         0.0    
303438   2.3348            1.0             1.0000E+00         0.0    
303439   0.86571           1.0             1.0000E+00         0.0    
303440   0.15608           1.0             1.0000E+00         0.0    
303441   0.029635          1.0             1.0000E+00         0.0    
303442   0.0083165         1.0             1.0000E+00         0.0    
303443   0.0033069         1.0             1.0000E+00         0.0    
303444   0.0010953         1.0             1.0000E+00         0.0    
303445   0.00041786        1.0             1.0000E+00         0.0    
303446   0.00017609        1.0             1.0000E+00         0.0    
303447   7.9868e-05        1.0             1.0000E+00         0.0    
303448   3.8207e-05        1.0             1.0000E+00         0.0    
303449   1.9097e-05        1.0             1.0000E+00         0.0    
303450   9.8585e-06        1.0             1.0000E+00         0.0    
303451   8.0606e-06        1.0             1.0000E+00         0.0    
303452   2.4181e-06        1.0             1.0000E+00         0.0    
303453   7.5656e-07        1.0             1.0000E+00         0.0    
303454   2.4271e-07        1.0             1.0000E+00         0.0    
303455   1.1662e-07        1.0             1.0000E+00         0.0    
305785   1427.0            1.0             1.0000E+00         0.0    
###################################################
# Pythia
304623   23.146            1.0             1.0000E+00         0.0    
304624   1.4823            1.0             1.0000E+00         0.0    
304625   0.27757           1.0             1.0000E+00         0.0    
304626   0.035315          1.0             1.0000E+00         0.0    
304627   0.0038008         1.0             1.0000E+00         0.0    
304628   10.455            1.0             1.0000E+00         0.0    
304629   0.67488           1.0             1.0000E+00         0.0    
304630   0.12507           1.0             1.0000E+00         0.0    
304631   0.015797          1.0             1.0000E+00         0.0    
304632   0.001705          1.0             1.0000E+00         0.0    
###################################################
# Sherpa
361039   34991.0           1.0             4.1041E-01         0.0    
361040   34989.0           1.0             4.8616E-01         0.0    
361041   35002.0           1.0             0.10363            0.0    
361042   3129.2            1.0             3.9982E-01         0.0    
361043   3132.1            1.0             4.8239E-01         0.0    
361044   3132.2            1.0             1.1737E-01         0.0    
361045   247.38            1.0             0.3925959          0.0    
361046   247.33            1.0             0.4777936          0.0    
