Bdataset_number/I:physics_short/C:crossSection_pb/D:kFactor/D:genFiltEff/D:crossSectionTotalRelUncertUP/D
#1;95;0cid/I:name/C:xsec/F:kfac/F:eff/F:relunc/F
# cross-sections are in pb
# DSID	xsec	           k-fac	   eff		      rel. unc.
##########################################################################################################################
# ttbar
364142   10706.0           0.9728          8.2110E-01         0.0    
364145   607.65            0.9728          6.9029E-01         0.0    
364148   222.33            0.9728          6.1702E-01         0.0    
364151   47.423            0.9728          5.6127E-01         0.0    
364216   0.059273          1.0             1.0000E+00         0.0
364217   0.0011812         1.0             1.0000E+00         0.0 
364218   0.059206          1.0             1.0000E+00         0.0 
364219   0.0011771         1.0             1.0000E+00         0.0 
364220   0.058905          1.0             1.0000E+00         0.0 
364221   0.0011840         1.0             1.0000E+00         0.0 
364222   0.30438           1.0             1.0000E+00         0.0 
364223   0.0058378         1.0             1.0000E+00         0.0 
####################################################
# Sherpa
344772    246.053               0.9751          0.203784         0.0                           
344774    904.322               0.9751          0.11682          0.0                           
344775    831.335               0.9751          0.14707          0.0                           
344776    13.7241               0.9751          0.0355256        0.0                           
344778    50.4673               0.9751          0.157429         0.0                           
344779    46.3521               0.9751          0.20358          0.0                           
344780    5.04426               0.9751          0.0403827        0.0                           
344781    18.5497               0.9751          0.20511          0.0                           
344782    17.0637               0.9751          0.26126          0.0  
####################################################
# Sherpa v2.2.1 W
# (same NNLO k-factors as for 2.2.0 (Monica)) //MT
364158   19141.0           0.9702          4.4587E-02         0.0    
364161   945.05            0.9702          8.2712E-02         0.0    
364164   339.66            0.9702          0.110298           0.0    
364167   72.059            0.9702          1.1652E-01         0.0    
364168   15.01             0.9702          1.0000E+00         0.0    
364169   1.2351            0.9702          1.0000E+00         0.0    
364172   19137.0           0.9702          4.4871E-02         0.0    
364175   945.74            0.9702          0.10341            0.0    
364178   339.69            0.9702          0.10898            0.0    
364181   72.106            0.9702          1.3697E-01         0.0    
364182   15.045            0.9702          1.0000E+00         0.0    
364183   1.2342            0.9702          1.0000E+00         0.0    
364186   19147.0           0.9702          4.5038E-02         0.0    
364189   945.6             0.9702          0.10391            0.0    
364192   338.97            0.9702          9.9207E-02         0.0    
364195   71.95             0.9702          1.3592E-01         0.0    
364196   15.049            0.9702          1.0000E+00         0.0    
364197   1.234             0.9702          1.0000E+00         0.0    
364157   19142.0           0.9702          1.3088E-01         0.0    
364160   945.52            0.9702          2.4592E-01         0.0    
364163   339.8             0.9702          2.9188E-01         0.0    
364166   72.076            0.9702          3.2013E-01         0.0    
364171   19147.0           0.9702          1.3089E-01         0.0    
364174   945.57            0.9702          2.4542E-01         0.0    
364177   339.9             0.9702          2.9216E-01         0.0    
364180   72.11             0.9702          3.1971E-01         0.0    
364185   19149.0           0.9702          1.3144E-01         0.0    
364188   946.38            0.9702          2.4292E-01         0.0    
364191   339.72            0.9702          2.8216E-01         0.0    
364194   72.011            0.9702          3.1896E-01         0.0    
364156   19151.0           0.9702          8.2440E-01         0.0    
364159   945.52            0.9702          6.7200E-01         0.0    
364162   339.77            0.9702          6.0280E-01         0.0    
364165   72.07             0.9702          5.4774E-01         0.0    
364170   19148.0           0.9702          8.2462E-01         0.0    
364173   944.7             0.9702          6.7386E-01         0.0    
364176   339.74            0.9702          5.9889E-01         0.0    
364179   72.1              0.9702          5.4812E-01         0.0    
364184   19155.0           0.9702          8.2463E-01         0.0    
364187   944.83            0.9702          6.7664E-01         0.0    
364190   339.75            0.9702          5.9968E-01         0.0    
364193   72.105            0.9702          5.4809E-01         0.0    
####################################################
# Sherpa Znunu Systematics samples
362000   11966.0               0.9140005304    0.776316003959   0.0                           
362001   11771.0               0.9262004039    0.778082483749   0.0                           
362002   11418.0               0.954727467     0.77802253277    0.0                           
362003   12254.0               0.9041762400    0.7790434393     0.0                           
362004   12147.0               0.89624574455   0.779439192492   0.0                           
362005   11668.0               0.9393428812    0.778617239864   0.0                           
362006   12162.0               0.8942514094    0.78031990647    0.0                           
362007   11802.0               0.9290755808    0.777836843281   0.0                           
362008   11966.0               0.9140005304    0.14167378997    0.0                           
362009   11771.0               0.9262004039    0.140581269169   0.0                           
362010   11418.0               0.954727467     0.141954028      0.0                           
362011   12254.0               0.9041762400    0.140040650593   0.0                           
362012   12147.0               0.89624574455   0.140776476673   0.0                           
362013   11668.0               0.9393428812    0.139548007077   0.0                           
362014   12162.0               0.8942514094    0.139589207444   0.0                           
362015   11802.0               0.9290755808    0.140689827588   0.0                           
362016   11966.0               0.9140005304    0.0819079604995  0.0                           
362017   11771.0               0.9262004039    0.0804960541262  0.0                           
362018   11418.0               0.954727467     0.0798206442732  0.0                           
362019   12254.0               0.9041762400    0.0807488908403  0.0                           
362020   12147.0               0.89624574455   0.0790517809595  0.0                           
362021   11668.0               0.9393428812    0.0807379662027  0.0                           
362022   12162.0               0.8942514094    0.0788230575067  0.0                           
362023   11802.0               0.9290755808    0.0810568912825  0.0                           
362024   410.56                0.9140005304    0.64826603156    0.0                           
362025   418.04                0.9262004039    0.659219883754   0.0                           
362026   411.26                0.954727467     0.654288106881   0.0                           
362027   423.02                0.9041762400    0.65174472308    0.0                           
362028   458.33                0.89624574455   0.653046958948   0.0                           
362029   378.99                0.9393428812    0.655892477868   0.0                           
362030   484.35                0.8942514094    0.663291675821   0.0                           
362031   371.85                0.9290755808    0.648432728212   0.0                           
362032   410.56                0.9140005304    0.219443248097   0.0                           
362033   418.04                0.9262004039    0.216756486695   0.0                           
362034   411.26                0.954727467     0.218390751174   0.0                           
362035   423.02                0.9041762400    0.216921747394   0.0                           
362036   458.33                0.89624574455   0.21927178455    0.0                           
362037   378.99                0.9393428812    0.216591555836   0.0                           
362038   484.35                0.8942514094    0.211544045399   0.0                           
362039   371.85                0.9290755808    0.219241076168   0.0                           
362040   410.56                0.9140005304    0.133852046339   0.0                           
362041   418.04                0.9262004039    0.125874387745   0.0                           
362042   411.26                0.954727467     0.128546963223   0.0                           
362043   423.02                0.9041762400    0.130998845358   0.0                           
362044   458.33                0.89624574455   0.129885601488   0.0                           
362045   378.99                0.9393428812    0.130184515323   0.0                           
362046   484.35                0.8942514094    0.125054632303   0.0                           
362047   371.85                0.9290755808    0.131091771965   0.0                           
362048   59.867                0.9140005304    0.617500253306   0.0                           
362049   64.285                0.9262004039    0.621153795824   0.0                           
362050   62.093                0.954727467     0.619301691602   0.0                           
362051   62.281                0.9041762400    0.6166208593     0.0                           
362052   69.806                0.89624574455   0.609964825452   0.0                           
362053   55.081                0.9393428812    0.624424716914   0.0                           
362054   71.192                0.8942514094    0.6263920607     0.0                           
362055   55.762                0.9290755808    0.61751166057    0.0                           
362056   59.867                0.9140005304    0.244643364222   0.0                           
362057   64.285                0.9262004039    0.242388252158   0.0                           
362058   62.093                0.954727467     0.239730683412   0.0                           
362059   62.281                0.9041762400    0.237705915384   0.0                           
362060   69.806                0.89624574455   0.244274069568   0.0                           
362061   55.081                0.9393428812    0.2371668626     0.0                           
362062   71.192                0.8942514094    0.233133006204   0.0                           
362063   55.762                0.9290755808    0.240079205845   0.0                           
362064   59.867                0.9140005304    0.149380655048   0.0                           
362065   64.285                0.9262004039    0.143316507373   0.0                           
362066   62.093                0.954727467     0.145876175649   0.0                           
362067   62.281                0.9041762400    0.145673225279   0.0                           
362068   69.806                0.89624574455   0.156034015425   0.0                           
362069   55.081                0.9393428812    0.142540684626   0.0                           
362070   71.192                0.8942514094    0.1404749331     0.0                           
362071   55.762                0.9290755808    0.147658164484   0.0                           
362072   4.0858                1.00540058346   0.587491787963   0.0                           
362073   4.5538                1.01882044433   0.592543568865   0.0                           
362074   4.2209                1.0502          0.592536524617   0.0                           
362075   4.3314                0.994593864036  0.592064000029   0.0                           
362076   4.9611                0.985870319001  0.577459922442   0.0                           
362077   3.7251                1.03327716933   0.600966946445   0.0                           
362078   4.7211                0.983676550374  0.59385494245    0.0                           
362079   3.9494                1.02198313891   0.593295358833   0.0                           
362080   4.0858                1.00540058346   0.254297414609   0.0                           
362081   4.5538                1.01882044433   0.255710492515   0.0                           
362082   4.2209                1.0502          0.254695532029   0.0                           
362083   4.3314                0.994593864036  0.25633657288    0.0                           
362084   4.9611                0.985870319001  0.263411672357   0.0                           
362085   3.7251                1.03327716933   0.250161120148   0.0                           
362086   4.7211                0.983676550374  0.253854396447   0.0                           
362087   3.9494                1.02198313891   0.256854977896   0.0                           
362088   4.0858                1.00540058346   0.15996479835    0.0                           
362089   4.5538                1.01882044433   0.153922233338   0.0                           
362090   4.2209                1.0502          0.154176399783   0.0                           
362091   4.3314                0.994593864036  0.154736363249   0.0                           
362092   4.9611                0.985870319001  0.162051184157   0.0                           
362093   3.7251                1.03327716933   0.150057688999   0.0                           
362094   4.7211                0.983676550374  0.152768973961   0.0                           
362095   3.9494                1.02198313891   0.154541842117   0.0                           
362096   0.2406                1.00540058346   0.570787983713   0.0                           
362097   0.27605               1.01882044433   0.5647048299     0.0                           
362098   0.24999               1.0502          0.575062192381   0.0                           
362099   0.26229               0.994593864036  0.573597134784   0.0                           
362100   0.30541               0.985870319001  0.561190231605   0.0                           
362101   0.21846               1.03327716933   0.584427212438   0.0                           
362102   0.27398               0.983676550374  0.579072567968   0.0                           
362103   0.244756              1.02198313891   0.57211714949    0.0                           
362104   0.2406                1.00540058346   0.271911602052   0.0                           
362105   0.27605               1.01882044433   0.274285026002   0.0                           
362106   0.24999               1.0502          0.266841289273   0.0                           
362107   0.26229               0.994593864036  0.267347528848   0.0                           
362108   0.30541               0.985870319001  0.278944342941   0.0                           
362109   0.21846               1.03327716933   0.262360373162   0.0                           
362110   0.27398               0.983676550374  0.269136141708   0.0                           
362111   0.24475               1.02198313891   0.269136141708   0.0                           
362112   0.2406                1.00540058346   0.165059465048   0.0                           
362113   0.27605               1.01882044433   0.161010440654   0.0                           
362114   0.24999               1.0502          0.163825025992   0.0                           
362115   0.26229               0.994593864036  0.159719731161   0.0                           
362116   0.30541               0.985870319001  0.17084247703    0.0                           
362117   0.21846               1.03327716933   0.156288935475   0.0                           
362118   0.27398               0.983676550374  0.163099895246   0.0                           
362119   0.24475               1.02198313891   0.163020466847   0.0                           
362120   0.04239               1.00540058346   0.5579299003     0.0                           
362121   0.048281              1.01882044433   0.566702316276   0.0                           
362122   0.043051              1.0502          0.561984037575   0.0                           
362123   0.045436              0.994593864036  0.564276042466   0.0                           
362124   0.054108              0.985870319001  0.549524462912   0.0                           
362125   0.037861              1.03327716933   0.569202280004   0.0                           
362126   0.046898              0.983676550374  0.601972666982   0.0                           
362127   0.042971              1.02198313891   0.57250240854    0.0                           
362128   0.04239               1.00540058346   0.274170870872   0.0                           
362129   0.048281              1.01882044433   0.281985108775   0.0                           
362130   0.043051              1.0502          0.283978715812   0.0                           
362131   0.045436              0.994593864036  0.272576817976   0.0                           
362132   0.054108              0.985870319001  0.289093394579   0.0                           
362133   0.037861              1.03327716933   0.272019020139   0.0                           
362134   0.046898              0.983676550374  0.280181321487   0.0                           
362135   0.042971              1.02198313891   0.278700773259   0.0                           
362136   0.04239               1.00540058346   0.16789912883    0.0                           
362137   0.048281              1.01882044433   0.163905263851   0.0                           
362138   0.043051              1.0502          0.168358723453   0.0                           
362139   0.045436              0.994593864036  0.16182048573    0.0                           
362140   0.054108              0.985870319001  0.175383226512   0.0                           
362141   0.037861              1.03327716933   0.160130444076   0.0                           
362142   0.046898              0.983676550374  0.164294187671   0.0                           
362143   0.042971              1.02198313891   0.1487968182     0.0                           
362144   0.0055365             1.00540058346   0.567730846499   0.0                           
362145   0.006498              1.01882044433   0.5331860718     0.0                           
362146   0.0055228             1.0502          0.560245671319   0.0                           
362147   0.0057948             0.994593864036  0.554757766218   0.0                           
362148   0.0079666             0.985870319001  0.546057088844   0.0                           
362149   0.0047702             1.03327716933   0.563621148156   0.0                           
362150   0.0058482             0.983676550374  0.557651789554   0.0                           
362151   0.0056805             1.02198313891   0.562349414867   0.0                           
362152   0.0055365             1.00540058346   0.286149330107   0.0                           
362153   0.006498              1.01882044433   0.284678680228   0.0                           
362154   0.0055228             1.0502          0.290795153797   0.0                           
362155   0.0057948             0.994593864036  0.288045886249   0.0                           
362156   0.0079666             0.985870319001  0.303383129822   0.0                           
362157   0.0047702             1.03327716933   0.279505366243   0.0                           
362158   0.0058482             0.983676550374  0.287670231699   0.0                           
362159   0.0056805             1.02198313891   0.286103030225   0.0                           
362160   0.0055365             1.00540058346   0.188112386588   0.0                           
362161   0.006498              1.01882044433   0.182135247986   0.0                           
362162   0.0055228             1.0502          0.176658372573   0.0                           
362163   0.0057948             0.994593864036  0.166768551671   0.0                           
362164   0.0079666             0.985870319001  0.1505597299     0.0                           
362165   0.0047702             1.03327716933   0.164662317462   0.0                           
362166   0.0058482             0.983676550374  0.173593913482   0.0                           
362167   0.0056805             1.02198313891   0.174198487034   0.0                           
362168   2.3732e-05            1.00540058346   0.59533280364    0.0                           
362169   2.9202e-05            1.01882044433   0.61727183394    0.0                           
362170   2.3913e-05            1.0502          0.605546297095   0.0                           
362171   2.45e-05              0.994593864036  0.558684028092   0.0                           
362172   3.075e-05             0.985870319001  0.605515446282   0.0                           
362173   1.9847e-05            1.03327716933   0.575228546666   0.0                           
362174   2.3961e-05            0.983676550374  0.560013587095   0.0                           
362175   2.6213e-05            1.02198313891   0.574770713437   0.0                           
362176   2.3732e-05            1.00540058346   0.349681181291   0.0                           
362177   2.9202e-05            1.01882044433   0.3361276411     0.0                           
362178   2.3913e-05            1.0502          0.335660853573   0.0                           
362179   2.45e-05              0.994593864036  0.288612388042   0.0                           
362180   3.075e-05             0.985870319001  0.3480191997     0.0                           
362181   1.9847e-05            1.03327716933   0.309290609325   0.0                           
362182   2.3961e-05            0.983676550374  0.336639454258   0.0                           
362183   2.6213e-05            1.02198313891   0.32266660355    0.0                           
362184   2.3732e-05            1.00540058346   0.211726111126   0.0                           
362185   2.9202e-05            1.01882044433   0.21466434553    0.0                           
362186   2.3913e-05            1.0502          0.23566734739    0.0                           
362187   2.45e-05              0.994593864036  0.185984186573   0.0                           
362188   3.075e-05             0.985870319001  0.220474953877   0.0                           
362189   1.9847e-05            1.03327716933   0.190020404334   0.0                           
362190   2.3961e-05            0.983676550374  0.193093017058   0.0                           
362191   2.6213e-05            1.02198313891   0.215330840201   0.0                           
### Zee 
362192   2212.0                0.899801        0.7759           0.0                           
362193   2175.0                0.91362         0.7793           0.0                           
362194   2107.0                0.942924        0.7784           0.0                           
362195   2258.0                0.881338        0.7801           0.0                           
362196   2236.0                0.886455        0.7802           0.0                           
362197   2153.0                0.926406        0.7782           0.0                           
362198   2240.0                0.883504        0.7811           0.0                           
362199   2178.0                0.916515        0.7777           0.0                           
362200   2212.0                0.899801        0.1436           0.0                           
362201   2175.0                0.91362         0.142            0.0                           
362202   2107.0                0.942924        0.1428           0.0                           
362203   2258.0                0.881338        0.1416           0.0                           
362204   2236.0                0.886455        0.1424           0.0                           
362205   2153.0                0.926406        0.1414           0.0                           
362206   2240.0                0.883504        0.1413           0.0                           
362207   2178.0                0.916515        0.1424           0.0                           
362208   2212.0                0.899801        0.08067          0.0                           
362209   2175.0                0.91362         0.07919          0.0                           
362210   2107.0                0.942924        0.07893          0.0                           
362211   2258.0                0.881338        0.07897          0.0                           
362212   2236.0                0.886455        0.07817          0.0                           
362213   2153.0                0.926406        0.08001          0.0                           
362214   2240.0                0.883504        0.07823          0.0                           
362215   2178.0                0.916515        0.07987          0.0                           
362216   73.22                 0.899801        0.6463           0.0                           
362217   74.47                 0.91362         0.6582           0.0                           
362218   73.03                 0.942924        0.6544           0.0                           
362219   75.11                 0.881338        0.6518           0.0                           
362220   81.97                 0.886455        0.6512           0.0                           
362221   67.32                 0.926406        0.6522           0.0                           
362222   86.04                 0.883504        0.6626           0.0                           
362223   65.93                 0.916515        0.6491           0.0                           
362224   73.22                 0.899801        0.2224           0.0                           
362225   74.47                 0.91362         0.2176           0.0                           
362226   73.03                 0.942924        0.2201           0.0                           
362227   75.11                 0.881338        0.2194           0.0                           
362228   81.97                 0.886455        0.2223           0.0                           
362229   67.32                 0.926406        0.2186           0.0                           
362230   86.04                 0.883504        0.2145           0.0                           
362231   65.93                 0.916515        0.2196           0.0                           
362232   73.22                 0.899801        0.1376           0.0                           
362233   74.47                 0.91362         0.129            0.0                           
362234   73.03                 0.942924        0.1273           0.0                           
362235   75.11                 0.881338        0.1299           0.0                           
362236   81.97                 0.886455        0.1299           0.0                           
362237   67.32                 0.926406        0.1293           0.0                           
362238   86.04                 0.883504        0.1248           0.0                           
362239   65.93                 0.916515        0.1301           0.0                           
362240   10.65                 0.899801        0.6154           0.0                           
362241   11.47                 0.91362         0.6283           0.0                           
362242   10.99                 0.942924        0.6184           0.0                           
362243   11.04                 0.881338        0.6175           0.0                           
362244   12.47                 0.886455        0.609            0.0                           
362245   9.766                 0.926406        0.6233           0.0                           
362246   12.63                 0.883504        0.6263           0.0                           
362247   9.832                 0.916515        0.618            0.0                           
362248   10.65                 0.899801        0.2443           0.0                           
362249   11.47                 0.91362         0.2428           0.0                           
362250   10.99                 0.942924        0.2387           0.0                           
362251   11.04                 0.881338        0.2386           0.0                           
362252   12.47                 0.886455        0.2443           0.0                           
362253   9.766                 0.926406        0.235            0.0                           
362254   12.63                 0.883504        0.2357           0.0                           
362255   9.832                 0.916515        0.2429           0.0                           
362256   10.65                 0.899801        0.1491           0.0                           
362257   11.47                 0.91362         0.143            0.0                           
362258   10.99                 0.942924        0.1449           0.0                           
362259   11.04                 0.881338        0.1444           0.0                           
362260   12.47                 0.886455        0.1529           0.0                           
362261   9.766                 0.926406        0.1418           0.0                           
362262   12.63                 0.883504        0.1389           0.0                           
362263   9.832                 0.916515        0.1456           0.0                           
362264   0.7298                0.899801        0.592            0.0                           
362265   0.8163                0.91362         0.5939           0.0                           
362266   0.758                 0.942924        0.5918           0.0                           
362267   0.7763                0.881338        0.5923           0.0                           
362268   0.8965                0.886455        0.5795           0.0                           
362269   0.6654                0.926406        0.5997           0.0                           
362270   0.8469                0.883504        0.5982           0.0                           
362271   0.7134                0.916515        0.5923           0.0                           
362272   0.7298                0.899801        0.2641           0.0                           
362273   0.8163                0.91362         0.2631           0.0                           
362274   0.758                 0.942924        0.2583           0.0                           
362275   0.7763                0.881338        0.2583           0.0                           
362276   0.8965                0.886455        0.2638           0.0                           
362277   0.6654                0.926406        0.2533           0.0                           
362278   0.8469                0.883504        0.2527           0.0                           
362279   0.7134                0.916515        0.2603           0.0                           
362280   0.7298                0.899801        0.1593           0.0                           
362281   0.8163                0.91362         0.1541           0.0                           
362282   0.758                 0.942924        0.1533           0.0                           
362283   0.7763                0.881338        0.1494           0.0                           
362284   0.8965                0.886455        0.1585           0.0                           
362285   0.6654                0.926406        0.1499           0.0                           
362286   0.8469                0.883504        0.1514           0.0                           
362287   0.7134                0.916515        0.1521           0.0                           
362288   0.04417               0.899801        0.5749           0.0                           
362289   0.05076               0.91362         0.574            0.0                           
362290   0.04565               0.942924        0.5662           0.0                           
362291   0.04712               0.881338        0.5728           0.0                           
362292   0.05551               0.886455        0.5585           0.0                           
362293   0.03961               0.926406        0.5832           0.0                           
362294   0.04956               0.883504        0.5742           0.0                           
362295   0.04461               0.916515        0.5743           0.0                           
362296   0.04417               0.899801        0.274            0.0                           
362297   0.05076               0.91362         0.2749           0.0                           
362298   0.04565               0.942924        0.2746           0.0                           
362299   0.04712               0.881338        0.2688           0.0                           
362300   0.05551               0.886455        0.2846           0.0                           
362301   0.03961               0.926406        0.2648           0.0                           
362302   0.04956               0.883504        0.2666           0.0                           
362303   0.04461               0.916515        0.2729           0.0                           
362304   0.04417               0.899801        0.1819           0.0                           
362305   0.05076               0.91362         0.1788           0.0                           
362306   0.04565               0.942924        0.169            0.0                           
362307   0.04712               0.881338        0.1621           0.0                           
362308   0.05551               0.886455        0.1796           0.0                           
362309   0.03961               0.926406        0.1575           0.0                           
362310   0.04956               0.883504        0.161            0.0                           
362311   0.04461               0.916515        0.1671           0.0                           
362312   0.007646              0.899801        0.627            0.0                           
362313   0.009003              0.91362         0.6041           0.0                           
362314   0.008012              0.942924        0.6164           0.0                           
362315   0.008384              0.881338        0.612            0.0                           
362316   0.009983              0.886455        0.6164           0.0                           
362317   0.006911              0.926406        0.6191           0.0                           
362318   0.008744              0.883504        0.618            0.0                           
362319   0.007928              0.916515        0.609            0.0                           
362320   0.007646              0.899801        0.2815           0.0                           
362321   0.009003              0.91362         0.2868           0.0                           
362322   0.008012              0.942924        0.2839           0.0                           
362323   0.008384              0.881338        0.2846           0.0                           
362324   0.009983              0.886455        0.2839           0.0                           
362325   0.006911              0.926406        0.2661           0.0                           
362326   0.008744              0.883504        0.2623           0.0                           
362327   0.007928              0.916515        0.2813           0.0                           
362328   0.007646              0.899801        0.1845           0.0                           
362329   0.009003              0.91362         0.1811           0.0                           
362330   0.008012              0.942924        0.1732           0.0                           
362331   0.008384              0.881338        0.1606           0.0                           
362332   0.009983              0.886455        0.1732           0.0                           
362333   0.006911              0.926406        0.1594           0.0                           
362334   0.008744              0.883504        0.1664           0.0                           
362335   0.007928              0.916515        0.1731           0.0                           
362336   0.0009891             0.899801        0.5491           0.0                           
362337   0.00116               0.91362         0.5653           0.0                           
362338   0.001016              0.942924        0.5653           0.0                           
362339   0.001076              0.881338        0.5509           0.0                           
362340   0.001301              0.886455        0.5446           0.0                           
362341   0.0008852             0.926406        0.5676           0.0                           
362342   0.001076              0.883504        0.5676           0.0                           
362343   0.001031              0.916515        0.549            0.0                           
362344   0.0009891             0.899801        0.2968           0.0                           
362345   0.00116               0.91362         0.2838           0.0                           
362346   0.001016              0.942924        0.2838           0.0                           
362347   0.001076              0.881338        0.2872           0.0                           
362348   0.001301              0.886455        0.3035           0.0                           
362349   0.0008852             0.926406        0.2876           0.0                           
362350   0.001076              0.883504        0.2876           0.0                           
362351   0.001031              0.916515        0.2936           0.0                           
362352   0.0009891             0.899801        0.1856           0.0                           
362353   0.00116               0.91362         0.1509           0.0                           
362354   0.001016              0.942924        0.1509           0.0                           
362355   0.001076              0.881338        0.166            0.0                           
362356   0.001301              0.886455        0.1817           0.0                           
362357   0.0008852             0.926406        0.165            0.0                           
362358   0.001076              0.883504        0.165            0.0                           
362359   0.001031              0.916515        0.1786           0.0                           
362360   4.419e-06             0.899801        0.5437           0.0                           
362361   5.609e-06             0.91362         0.5437           0.0                           
362362   4.1e-06               0.942924        0.5053           0.0                           
362363   4.481e-06             0.881338        0.5234           0.0                           
362364   5.373e-06             0.886455        0.5456           0.0                           
362365   3.662e-06             0.926406        0.5652           0.0                           
362366   4.302e-06             0.883504        0.5651           0.0                           
362367   4.384e-06             0.916515        0.5657           0.0                           
362368   4.419e-06             0.899801        0.3212           0.0                           
362369   5.609e-06             0.91362         0.2412           0.0                           
362370   4.1e-06               0.942924        0.3064           0.0                           
362371   4.481e-06             0.881338        0.2945           0.0                           
362372   5.373e-06             0.886455        0.3178           0.0                           
362373   3.662e-06             0.926406        0.2865           0.0                           
362374   4.302e-06             0.883504        0.2942           0.0                           
362375   4.384e-06             0.916515        0.3305           0.0                           
362376   4.419e-06             0.899801        0.2074           0.0                           
362377   5.609e-06             0.91362         0.2151           0.0                           
362378   4.1e-06               0.942924        0.1883           0.0                           
362379   4.481e-06             0.881338        0.1753           0.0                           
362380   5.373e-06             0.886455        0.2001           0.0                           
362381   3.662e-06             0.926406        0.1692           0.0                           
362382   4.302e-06             0.883504        0.1779           0.0                           
362383   4.384e-06             0.916515        0.1863           0.0                           
### Wenu
362384   21390.0               0.908364        0.888            0.0                           
362385   21100.0               0.920532        0.8929           0.0                           
362386   20390.0               0.951626        0.8898           0.0                           
362387   21940.0               0.886543        0.8913           0.0                           
362388   21720.0               0.891898        0.8894           0.0                           
362389   20910.0               0.931808        0.8925           0.0                           
362390   21750.0               0.889321        0.8918           0.0                           
362391   21090.0               0.924845        0.8909           0.0                           
362392   21390.0               0.908364        0.05075          0.0                           
362393   21100.0               0.920532        0.04673          0.0                           
362394   20390.0               0.951626        0.04964          0.0                           
362395   21940.0               0.886543        0.049            0.0                           
362396   21720.0               0.891898        0.04969          0.0                           
362397   20910.0               0.931808        0.04819          0.0                           
362398   21750.0               0.889321        0.04859          0.0                           
362399   21090.0               0.924845        0.04883          0.0                           
362400   21390.0               0.908364        0.06123          0.0                           
362401   21100.0               0.920532        0.0603           0.0                           
362402   20390.0               0.951626        0.0605           0.0                           
362403   21940.0               0.886543        0.0596           0.0                           
362404   21720.0               0.891898        0.06089          0.0                           
362405   20910.0               0.931808        0.05919          0.0                           
362406   21750.0               0.889321        0.05946          0.0                           
362407   21090.0               0.924845        0.06031          0.0                           
362408   616.2                 0.908364        0.7222           0.0                           
362409   614.9                 0.920532        0.7369           0.0                           
362410   615.5                 0.951626        0.7289           0.0                           
362411   623.2                 0.886543        0.7275           0.0                           
362412   684.7                 0.891898        0.7257           0.0                           
362413   560.8                 0.931808        0.732            0.0                           
362414   727.7                 0.889321        0.7238           0.0                           
362415   541.8                 0.924845        0.7228           0.0                           
362416   616.2                 0.908364        0.1768           0.0                           
362417   614.9                 0.920532        0.1768           0.0                           
362418   615.5                 0.951626        0.1756           0.0                           
362419   623.2                 0.886543        0.1764           0.0                           
362420   684.7                 0.891898        0.177            0.0                           
362421   560.8                 0.931808        0.1753           0.0                           
362422   727.7                 0.889321        0.1668           0.0                           
